Name,Sport,Age,Height,Weight,Sex
Ronald Backus,Sailing,34.0,,,M
Tullio Baraglia,Rowing,34.0,188.0,87.0,M
Imre Fldi,Weightlifting,34.0,150.0,56.0,M
va Fldes,Art Competitions,34.0,,,F
"Francis Cornelius ""Frank"" Sullivan",Ice Hockey,34.0,180.0,81.0,M
Pavel Aleksandrovich Rostovtsev,Biathlon,34.0,187.0,80.0,M
Henri Jacob Marie Wijnoldy-Danils,Fencing,34.0,,,M
Roy Riddell Coffin,Hockey,34.0,,,M
Veronica Cogeanu-Cochela,Rowing,34.0,175.0,78.0,F
"Voldimars ""Valdemar"" Bandolowski",Sailing,34.0,184.0,82.0,M
Volmar Valdemar Wikstrm,Wrestling,34.0,,,M
"Elizabeth Louise ""Beth"" Storry",Hockey,34.0,173.0,74.0,F
William Edgar Exshaw,Sailing,34.0,,,M
"Johann ""Hans"" Riederer",Shooting,34.0,176.0,69.0,M
Jen Kamuti,Fencing,34.0,172.0,68.0,M
Antonio Ghiardello,Rowing,34.0,170.0,,M
"Siamak ""Matt"" Ghaffari",Wrestling,34.0,193.0,130.0,M
Dawn Michelle Staley,Basketball,34.0,165.0,58.0,F
Peter Schltter,Sailing,34.0,,,M
Bent nund Ramsfjell,Curling,34.0,179.0,78.0,M
Henri Rang,Equestrianism,34.0,,,M
Antonina Viktorovna Makhina-Dumcheva-Zelikovich,Rowing,34.0,178.0,81.0,F
Maurice Auguste Raoul-Duval,Polo,34.0,,,M
Vladimir Timofeyevich Belyakov,Gymnastics,34.0,,,M
Sophie Michle Moresse-Pichot,Fencing,34.0,174.0,63.0,F
Dieter Below,Sailing,34.0,183.0,82.0,M
Susi-Lisa Erdmann (-Plankensteiner),Bobsleigh,34.0,187.0,80.0,F
Nils Bertil Tpp (Persson-),Cross Country Skiing,34.0,,,M
Rajyavardhan Singh Rathore,Shooting,34.0,188.0,85.0,M
Laurel V. Korholz,Rowing,34.0,187.0,77.0,F
Seppo Henrik Rty,Athletics,34.0,190.0,105.0,M
Carlos Alberto Moratorio Telechea,Equestrianism,34.0,170.0,65.0,M
Ronald Rauhe,Canoeing,34.0,179.0,82.0,M
Harry Warburton,Bobsleigh,34.0,,115.0,M
Jens Dyrlv Eriksen,Badminton,34.0,191.0,83.0,M
Dean Martin Ward,Bobsleigh,34.0,173.0,87.0,M
Viktor Fyodorovich Mamatov,Biathlon,34.0,182.0,78.0,M
Ihor Anatoliyovych Razoronov,Weightlifting,34.0,181.0,105.0,M
"Kenneth Christopher ""Ken"" Wark",Hockey,34.0,185.0,85.0,M
Jennie Idell Reed (-Madden),Cycling,34.0,170.0,77.0,F
Ivica Kosteli,Alpine Skiing,34.0,182.0,88.0,M
Andrea Giani,Volleyball,34.0,196.0,97.0,M
Josef Walter,Gymnastics,34.0,,,M
Bertrand Fabien Gille,Handball,34.0,187.0,98.0,M
Ivn Kovcs,Fencing,34.0,184.0,85.0,M
Jin Gab-Yong,Baseball,34.0,182.0,90.0,M
Tracey Mosley,Softball,34.0,170.0,73.0,F
Juan Ignacio Gilardi,Hockey,34.0,186.0,91.0,M
Aleksandr Nikolayevich Moskalenko,Trampolining,34.0,173.0,76.0,M
Edit Kovcs,Fencing,34.0,162.0,56.0,F
Sandra Marie Schmirler (-Peterson-),Curling,34.0,184.0,72.0,F
Peter Thomas Antonie,Rowing,34.0,183.0,82.0,M
Milica Dabovi,Basketball,34.0,173.0,63.0,F
"James Robert ""Jim"" Elder",Equestrianism,34.0,172.0,70.0,M
Aleksandr Vasilyevich Gazov,Shooting,34.0,182.0,84.0,M
Erik Gustaf Wallerius,Sailing,34.0,,,M
Mark Semyonovich Rakita,Fencing,34.0,179.0,78.0,M
Maria Magdalena Wallin-Forsberg,Biathlon,34.0,166.0,57.0,F
Helena Rakoczy (Krzynow-),Gymnastics,34.0,166.0,55.0,F
Diana Lurena Taurasi,Basketball,34.0,183.0,70.0,F
Simeone Cattalinich,Rowing,34.0,,,M
"John Hadfield ""Jack"" Bennett",Hockey,34.0,,,M
"Antonio ""Toni"" Tauler Lluls",Cycling,34.0,185.0,78.0,M
Grigory Georgiyevich Kosykh,Shooting,34.0,172.0,82.0,M
Hans Cattini,Ice Hockey,34.0,,,M
Aleksandr Viktorovich Kostoglod,Canoeing,34.0,185.0,90.0,M
Auguste Baptiste Cavadini,Shooting,34.0,,,M
Hans Walter,Rowing,34.0,,,M
"Huelet Leo ""Joe"" Benner",Shooting,34.0,178.0,100.0,M
Margaret Morton,Curling,34.0,172.0,66.0,F
"Paolo Francesco ""Paul""  Radmilovic",Water Polo,34.0,180.0,76.0,M
Christian Reich,Bobsleigh,34.0,178.0,93.0,M
Heather Blaine Mitts (-Feeley),Football,34.0,165.0,55.0,F
Olena Arkadivna Cherevatova (-Derevenko),Canoeing,34.0,170.0,65.0,F
Emma Vasilyevna Gapchenko,Archery,34.0,167.0,,F
Maxime Eugne Ren Beaumont,Canoeing,34.0,191.0,94.0,M
Loedmila Arzjannikova,Archery,34.0,168.0,62.0,F
"Jonathan ""Jon"" Beare",Rowing,34.0,185.0,75.0,M
Pavel Konstantinovich Kolchin,Cross Country Skiing,34.0,162.0,60.0,M
Johannes Gandil,Football,34.0,,,M
Mvlud Mirliyev,Judo,34.0,183.0,103.0,M
Mohamad Tlili ben Abdallah Gammoudi,Athletics,34.0,172.0,60.0,M
Helen Richardson-Walsh,Hockey,34.0,165.0,55.0,F
Robin Szolkowy,Figure Skating,34.0,174.0,72.0,M
Mrcio Henrique Barroso Arajo,Beach Volleyball,34.0,192.0,89.0,M
Karin Richert-Balzer,Athletics,34.0,171.0,64.0,F
"Raymond Clarence ""Ray"" Ewry",Athletics,34.0,185.0,79.0,M
Hans Peter Francois Minderhoud,Equestrianism,34.0,190.0,75.0,M
Kroly Szittya (Schfer),Water Polo,34.0,,,M
Flix mile Marcotte,Sailing,34.0,,,M
Johan Cornelius Richthoff,Wrestling,34.0,,,M
Eric Ridder,Sailing,34.0,,,M
Yekaterina Aleksandrovna Marennikova,Handball,34.0,176.0,70.0,F
Zoltn Kammerer,Canoeing,34.0,180.0,81.0,M
Panagiotis Mantis,Sailing,34.0,180.0,65.0,M
Sylvie Becaert,Biathlon,34.0,166.0,54.0,F
"Monika Weber-Koszto (-Schreck, -Clasen)",Fencing,34.0,166.0,51.0,F
Manuel Estiarte Duocastella,Water Polo,34.0,178.0,62.0,M
Georgy Grigoryevich Mondzolevsky,Volleyball,34.0,172.0,74.0,M
Folke Viktor Wassn,Sailing,34.0,,,M
Hans-Georg Reimann,Athletics,34.0,180.0,65.0,M
Endre Molnr,Water Polo,34.0,185.0,92.0,M
Jos Antonio Escuredo Raimndez,Cycling,34.0,179.0,90.0,M
Torrance Watkins Fleischmann,Equestrianism,34.0,165.0,48.0,F
Jury Dimitri Chechi,Gymnastics,34.0,165.0,60.0,M
"Deborah Kathleen ""Debbie"" Watson",Water Polo,34.0,178.0,71.0,F
Curtis Shayne Joseph,Ice Hockey,34.0,180.0,86.0,M
Justin Alexander Gatlin,Athletics,34.0,186.0,80.0,M
Valter Molea,Rowing,34.0,192.0,90.0,M
Rolf Steffenburg,Sailing,34.0,,,M
Berndt-Otto Viktor Olof R. Rehbinder,Fencing,34.0,184.0,69.0,M
Joseph Beerli,Bobsleigh,34.0,,,M
Eduard Mohr,Sailing,34.0,,,M
Dmitry Ivanovich Sautin,Diving,34.0,172.0,65.0,M
"Jacqueline ""Jackie"" Joyner-Kersee",Athletics,34.0,178.0,70.0,F
Pavel Anatolyevich Kolobkov,Fencing,34.0,182.0,75.0,M
Andrea Gardini,Volleyball,34.0,202.0,100.0,M
Anita Moen-Guidon (-Moen Bonden),Cross Country Skiing,34.0,167.0,58.0,F
Yoshie Takeshita (-Egusa),Volleyball,34.0,159.0,53.0,F
"Rius Theo ""Dick"" Esser",Hockey,34.0,,,M
Michael Reusch,Gymnastics,34.0,,,M
Tony Estanguet,Canoeing,34.0,185.0,75.0,M
Chen Ying,Shooting,34.0,164.0,67.0,F
Michael Jung,Equestrianism,34.0,168.0,70.0,M
Nikolay Aleksandrovich Kolomenkin,Figure Skating,34.0,,,M
Alf Kristian Brun Jakobsen,Sailing,34.0,,,M
Hans Soelberg Struksns,Sailing,34.0,,,M
Alla Petrovna Tsuper,Freestyle Skiing,34.0,153.0,53.0,F
Ioana Olteanu (Clin-),Rowing,34.0,178.0,74.0,F
Lino Liviabella,Art Competitions,34.0,,,M
Helena Blach Lavrsen (Pedersen-),Curling,34.0,170.0,72.0,F
"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)",Triathlon,34.0,163.0,53.0,F
Jos Mara van der Ploeg Garca,Sailing,34.0,177.0,89.0,M
Hubert Hammerer,Shooting,34.0,172.0,78.0,M
Alberto Pellegrino,Fencing,34.0,177.0,74.0,M
Daina Gudzineviit,Shooting,34.0,178.0,76.0,F
Zbigniew Andrzej Skrudlik,Fencing,34.0,178.0,74.0,M
Richard Hounslow,Canoeing,34.0,183.0,78.0,M
Sergey Semyonovich Shcherbakov,Boxing,34.0,,,M
"Leontine Martha Henrica Petronella ""Leontien"" Zijlaard-van Moorsel",Cycling,34.0,168.0,69.0,F
Wilfried Dietrich,Wrestling,34.0,184.0,118.0,M
"Katherine May ""Katie"" Smith",Basketball,34.0,180.0,79.0,F
L. Jay Silvester,Athletics,34.0,191.0,114.0,M
Willie Slade,Tug-Of-War,34.0,,,M
Arvid Laurentius Laurin,Sailing,34.0,,,M
Kalevi Johannes Laitinen,Gymnastics,34.0,,,M
Oluf Kristian Edvin Pedersen,Gymnastics,34.0,,,M
Patrice Lhtellier,Fencing,34.0,176.0,63.0,M
Amy Tryon,Equestrianism,34.0,180.0,75.0,F
Evandro Motta Guerra,Volleyball,34.0,207.0,106.0,M
Melanie Ainsworth Smith (-Taylor),Equestrianism,34.0,170.0,57.0,F
"Janet Lee ""Jan"" Shearer (-Jones)",Sailing,34.0,172.0,61.0,F
Jan elezn,Athletics,34.0,185.0,86.0,M
Liane Marianne Tooth,Hockey,34.0,159.0,55.0,F
Kustaa Kustaanpoika Pihlajamki,Wrestling,34.0,169.0,61.0,M
Helmer Orla Leif Pedersen,Sailing,34.0,180.0,80.0,M
Robert Van de Walle,Judo,34.0,187.0,95.0,M
Erwann Lucien douard Le Pchoux,Fencing,34.0,171.0,65.0,M
Leonid Anatoliyovych Shaposhnykov,Rowing,34.0,192.0,94.0,M
Tollef Tollefsen,Rowing,34.0,,,M
Pia Carina Hansen (Larsson-),Shooting,34.0,181.0,90.0,F
Liudmyla Kostiantynivna Bobrus-Poradnyk,Handball,34.0,169.0,63.0,F
Charles George Ashburner Nix,Shooting,34.0,,,M
Leo Hillary Knowles Pinto,Hockey,34.0,,,M
Maria Paula Gonalves da Silva,Basketball,34.0,174.0,60.0,F
Ivan Patzaichin,Canoeing,34.0,176.0,79.0,M
Valentina Turisini,Shooting,34.0,167.0,62.0,F
Christopher Burton,Equestrianism,34.0,180.0,70.0,M
"Timothy Duane ""Tim"" Hardaway",Basketball,34.0,180.0,88.0,M
Paul Louis Jean Valcke,Fencing,34.0,,,M
Josip Pavi,Water Polo,34.0,195.0,90.0,M
Carmela Allucci,Water Polo,34.0,167.0,60.0,F
Diederik Rudolf Simon,Rowing,34.0,190.0,90.0,M
Francisco Javier Bosma Mnguez,Beach Volleyball,34.0,190.0,86.0,M
Richard James Allen,Hockey,34.0,172.0,,M
Harry Eugene Simon,Shooting,34.0,,,M
Britta Oppelt,Rowing,34.0,172.0,69.0,F
Andrija Zlati,Shooting,34.0,178.0,75.0,M
Mario Valota,Fencing,34.0,,,M
Tonya Lynn Verbeek,Wrestling,34.0,165.0,55.0,F
Ralph Edward Howard Broome,Bobsleigh,34.0,,,M
Mario Lertora,Gymnastics,34.0,165.0,,M
Berta Hrub,Hockey,34.0,164.0,58.0,F
Kristen Skjeldal,Cross Country Skiing,34.0,175.0,70.0,M
Gordon Charles Pearce,Hockey,34.0,175.0,70.0,M
Karl-Erik Nilsson,Wrestling,34.0,,,M
"Jacqueline Louise ""Jackie"" da Cruz Silva",Beach Volleyball,34.0,170.0,61.0,F
"Michael Carl ""Mike"" Bryan",Tennis,34.0,191.0,87.0,M
Irfan Smajlagi,Handball,34.0,188.0,84.0,M
Lyutvi Dzhiber Akhmedov,Wrestling,34.0,184.0,87.0,M
Percy D. Bryant,Bobsleigh,34.0,,,M
Hong Jeong-Ho,Handball,34.0,178.0,72.0,F
Nikolaj Pealov,Weightlifting,34.0,167.0,69.0,M
Onni Armas Lappalainen,Gymnastics,34.0,166.0,65.0,M
"David James ""Dave"" Smith",Sailing,34.0,170.0,63.0,M
Mayya Andreyevna Petrova (Kaverina-),Handball,34.0,178.0,71.0,F
Ariel Osvaldo Pestano Valdes,Baseball,34.0,175.0,78.0,M
Tibor Andrew Nyilas,Fencing,34.0,183.0,82.0,M
Mattias Oskar Gustafsson,Handball,34.0,193.0,104.0,M
"Frederick Robert ""Robin"" Lindsay",Hockey,34.0,,,M
Marina Viktorovna Dobrancheva-Logvinenko,Shooting,34.0,154.0,63.0,F
Heather Petri,Water Polo,34.0,180.0,73.0,F
Emil Ernst Vre (-Viln),Wrestling,34.0,,,M
Ecaterina Oancia (Iane-),Rowing,34.0,157.0,44.0,F
Lance Earl Deal,Athletics,34.0,188.0,116.0,M
Kelly Holmes,Athletics,34.0,163.0,55.0,F
Giorgio Vanzetta,Cross Country Skiing,34.0,180.0,70.0,M
Erik Albert Pettersson,Weightlifting,34.0,,,M
Jamie Craig Langenbrunner,Ice Hockey,34.0,185.0,93.0,M
Oleksandr Sviatoslavovych Petriv,Shooting,34.0,175.0,72.0,M
Reinhold Trampler,Fencing,34.0,,,M
Fernand Auguste Henri Marius Vandernotte,Rowing,34.0,,,M
Vasily Ivanovich Alekseyev,Weightlifting,34.0,185.0,160.0,M
Sophie Dodmont,Archery,34.0,173.0,86.0,F
Geminio Ognio,Water Polo,34.0,,,M
Mara Magdalena Aicega Amicarelli,Hockey,34.0,165.0,60.0,F
Jefferson Leonardo Prez Quezada,Athletics,34.0,167.0,60.0,M
"Jacques ""Jack"" Guittet",Fencing,34.0,180.0,65.0,M
Humphrey Patrick Guinness,Polo,34.0,,,M
Niels Hansen Ditlev Larsen,Shooting,34.0,,,M
Aernout van Lennep,Equestrianism,34.0,,,M
Igor Novikov,Modern Pentathlon,34.0,183.0,75.0,M
Jrg Ahmann,Beach Volleyball,34.0,190.0,88.0,M
Ernst Johan Emanuel Hallberg,Equestrianism,34.0,,,M
Michal Yves Robert Guigou,Handball,34.0,179.0,79.0,M
Lszl Horvth,Modern Pentathlon,34.0,179.0,72.0,M
Simon Kaurin Slttvik,Nordic Combined,34.0,,,M
Jacques Vital Lucien Lataste,Fencing,34.0,183.0,78.0,M
Olaf Sletten,Shooting,34.0,,,M
"Charles Edward James ""Charlie"" Gunn",Athletics,34.0,,,M
"Anghelache ""Anghel"" Donescu",Equestrianism,34.0,176.0,72.0,F
"Rashid ""Adul"" Sidek Mohamed",Badminton,34.0,170.0,70.0,M
"Robert Charles ""Bob"" Bryan",Tennis,34.0,193.0,92.0,M
Liudmyla Dmytrivna Shevchenko,Handball,34.0,183.0,90.0,F
Victor Charles Gustave Boin,Fencing,34.0,,,M
Michael Reese Hoffa,Athletics,34.0,182.0,147.0,M
Lyudmila Stepanovna Buldakova (Meshcheryakova-),Volleyball,34.0,171.0,66.0,F
Robin Allingham Aisher,Sailing,34.0,185.0,85.0,M
Samuel Ernest Hodgetts,Gymnastics,34.0,,,M
Jens Madsen Hajslund,Shooting,34.0,,,M
Wolfgang Perner,Biathlon,34.0,184.0,75.0,M
Arturo De Vecchi,Fencing,34.0,170.0,,M
Sabina Valbusa,Cross Country Skiing,34.0,167.0,57.0,F
Borys Hryhorovych Onyshchenko,Modern Pentathlon,34.0,178.0,74.0,M
Karel Hartmann,Ice Hockey,34.0,,,M
Sarah Ourahmoune,Boxing,34.0,158.0,51.0,F
Galina Napoleonovna Urbanovich (Khelle-),Gymnastics,34.0,,,F
Levi Leipheimer,Cycling,34.0,173.0,62.0,M
Stig Arvidsson Blomberg,Art Competitions,34.0,,,M
Marco Bracci,Volleyball,34.0,197.0,94.0,M
Caroline Ouellette,Ice Hockey,34.0,180.0,77.0,F
Svetlana Sergeyevna Boyarkina-Zhurova,Speed Skating,34.0,176.0,64.0,F
Lee Sang-Gi,Fencing,34.0,186.0,85.0,M
Mark John Hunter,Rowing,34.0,181.0,74.0,M
Kjetil Andr Aamodt,Alpine Skiing,34.0,176.0,85.0,M
Bjrn Otto,Athletics,34.0,191.0,90.0,M
Tania Vicent,Short Track Speed Skating,34.0,168.0,59.0,F
Dezs Lemhnyi (Kollmann),Water Polo,34.0,,,M
Jules Pirard,Gymnastics,34.0,,,M
David Graham Bowker,Sailing,34.0,,,M
Jelena Nikoli,Volleyball,34.0,194.0,79.0,F
Matas Enrique Paredes,Hockey,34.0,176.0,74.0,M
Agostino Abbagnale,Rowing,34.0,188.0,96.0,M
Trygve Carlsen Byesen,Gymnastics,34.0,,,M
"Richard Averill ""Dick"" Parke",Bobsleigh,34.0,,,M
"Joseph Nicholas ""Joe"" DePietro",Weightlifting,34.0,140.0,56.0,M
Konstantin Anatolyevich Ushakov,Volleyball,34.0,198.0,77.0,M
Oswald Haselrieder,Luge,34.0,178.0,71.0,M
Poul Richard Hartmann,Rowing,34.0,,,M
"Anna Maria Josefina ""Annemiek"" Derckx (-Bogie)",Canoeing,34.0,170.0,67.0,F
Yolanda Yvette Griffith,Basketball,34.0,193.0,81.0,F
Harald Hein,Fencing,34.0,167.0,70.0,M
Manfred Kurzer,Shooting,34.0,175.0,75.0,M
"Henri Jean Joseph ""Harry"" Derckx",Hockey,34.0,,,M
David Cameron Lee,Volleyball,34.0,203.0,105.0,M
Arnfinn Kolbjrn Heje,Sailing,34.0,,,M
"Aale Maria Tynni (-Pirinen, -Haavio)",Art Competitions,34.0,,,F
Veikko Kristian Lommi,Rowing,34.0,178.0,78.0,M
Gerhard Plankensteiner,Luge,34.0,189.0,96.0,M
Lars Magnus Vgberg,Curling,34.0,185.0,85.0,M
"Hugo Maksimilian ""Mart"" Kuusik",Rowing,34.0,173.0,70.0,M
Jean-Pierre Bernard Andr Amat,Shooting,34.0,175.0,74.0,M
Rolf Axel Einar Grnberg,Wrestling,34.0,,,M
"David Wayne ""Dave"" Nilsson",Baseball,34.0,193.0,110.0,M
Patrick Hrlimann,Curling,34.0,176.0,72.0,M
Jacques Brinkman,Hockey,34.0,182.0,75.0,M
Peter kantr,Canoeing,34.0,182.0,78.0,M
Heikki Veli Nieminen,Shooting,34.0,,,M
Charles Andr Juchault des Jammonires,Shooting,34.0,,,M
Juan Amat Fontanals,Hockey,34.0,193.0,80.0,M
Giuseppe Di Capua,Rowing,34.0,155.0,53.0,M
Iain Brambell,Rowing,34.0,185.0,73.0,M
Daniel Deuer,Equestrianism,34.0,190.0,76.0,M
Mirjam Ott,Curling,34.0,162.0,58.0,F
"Ernest ""Ernie"" Harper",Athletics,34.0,168.0,58.0,M
Randhir Singh Gentle,Hockey,34.0,,,M
Geraldine Anne Heaney,Ice Hockey,34.0,173.0,64.0,F
Graziano Mancinelli,Equestrianism,35.0,175.0,77.0,M
Andrs Rajna,Canoeing,35.0,190.0,88.0,M
Hans Carl Johan Walln,Sailing,35.0,165.0,67.0,M
Veikko Johannes Hakulinen,Cross Country Skiing,35.0,173.0,66.0,M
Makhmud Bedalovich Umarov,Shooting,35.0,163.0,73.0,M
"Friedrich ""Fritz"" Fischer",Biathlon,35.0,181.0,77.0,M
lafur Indrii Stefnsson,Handball,35.0,196.0,94.0,M
Adolfo Consolini,Athletics,35.0,183.0,100.0,M
Anders Olsen Haugen,Ski Jumping,35.0,179.0,,M
Robert Monier,Sailing,35.0,186.0,81.0,M
"Peter ""Pete"" Reed",Rowing,35.0,197.0,100.0,M
Timothe Jordan,Cricket,35.0,,,M
Charlotte Bredahl (-Baker),Equestrianism,35.0,175.0,61.0,F
"Gilberto Amauri ""Giba"" de Godoy Filho",Volleyball,35.0,192.0,85.0,M
Cyril Theodore Anstruther Wilkinson,Hockey,35.0,,,M
Anthony Lee Ervin,Swimming,35.0,191.0,80.0,M
"Ursula ""Uschi"" Disl",Biathlon,35.0,163.0,57.0,F
Eduardo Paret Prez,Baseball,35.0,170.0,80.0,M
Dante Boninfante,Volleyball,35.0,188.0,85.0,M
Gustaf Enar Josefsson,Cross Country Skiing,35.0,,,M
Ronald Florijn,Rowing,35.0,191.0,94.0,M
"Josef ""Sepp"" Benz",Bobsleigh,35.0,180.0,81.0,M
Henry Taylor,Swimming,35.0,165.0,66.0,M
Orestes Kindeln Olivares,Baseball,35.0,190.0,86.0,M
Violeta Beclea-Szekely,Athletics,35.0,169.0,52.0,F
Martina Hingis (-Hutin),Tennis,35.0,170.0,59.0,F
Bastian Steger,Table Tennis,35.0,170.0,65.0,M
Walter Selby Buckmaster,Polo,35.0,,,M
"Robert John ""Bob"" Borg",Equestrianism,35.0,,,M
Lajos Balthazr,Fencing,35.0,,,M
Jen Brandi (Brandeiski),Water Polo,35.0,,,M
Didier Dominique Dinart,Handball,35.0,197.0,104.0,M
Per Henrik Tallinder,Ice Hockey,35.0,193.0,98.0,M
Jamie Alan Staff,Cycling,35.0,178.0,92.0,M
"Johannes Gerardus Diederik ""Johan"" van Hell",Art Competitions,35.0,,,M
Karl Johan Haagensen,Gymnastics,35.0,,,M
Pierpaolo Ferrazzi,Canoeing,35.0,180.0,73.0,M
Andrei Xepkin Xepkina,Handball,35.0,210.0,124.0,M
Klaus-Dieter Petersen,Handball,35.0,198.0,98.0,M
Fabricio Ral Jess Oberto,Basketball,35.0,208.0,115.0,M
Susan Rene Williams (Bartholomew-),Triathlon,35.0,165.0,58.0,F
Frode Rasmussen Kirkebjerg,Equestrianism,35.0,,,M
Adriana Brando Behar,Beach Volleyball,35.0,180.0,64.0,F
Caroline Brunet,Canoeing,35.0,175.0,70.0,F
Maider Unda Gonzlez de Audicana,Wrestling,35.0,176.0,72.0,F
Artur Surenovych Aivazian,Shooting,35.0,177.0,88.0,M
Per Erik Fabian Ohlsson,Shooting,35.0,173.0,,M
Jason Frederick Kidd,Basketball,35.0,193.0,96.0,M
William Neil McDonnell,Shooting,35.0,,,M
Ejnar Mindedal Rasmussen,Art Competitions,35.0,,,M
Guilherme Paraense,Shooting,35.0,,,M
Ragnar Alexander Stare,Shooting,35.0,,,M
Henrik Hjalmar Simon Morn,Cycling,35.0,,,M
Olena Ivanivna Pakholchyk,Sailing,35.0,180.0,67.0,F
Petro Kindratovych Korol,Weightlifting,35.0,160.0,70.0,M
Hryhoriy Mykolaiovych Dmytrenko,Rowing,35.0,152.0,52.0,M
Mrti Rubenis,Luge,35.0,184.0,90.0,M
Jiina ermkov (Hrabtov-),Hockey,35.0,168.0,59.0,F
Ole Martin Holm,Shooting,35.0,,,M
Siiri Johanna Rantanen (Lintunen-),Cross Country Skiing,35.0,165.0,57.0,F
Sally Jane McDermid-McCreedy,Softball,35.0,176.0,80.0,F
Kim Chang-Hui,Weightlifting,35.0,,67.0,M
George Ingle Finch,Alpinism,35.0,,,M
Karin Schlter,Equestrianism,35.0,167.0,51.0,F
"Charles Thornton ""Charley"" Finn",Water Polo,35.0,,,M
Lars Tomas Sivertsson,Handball,35.0,195.0,101.0,M
Thure Emmanuel Johansson,Wrestling,35.0,,,M
Kim Min-Jae,Baseball,35.0,181.0,82.0,M
Michael Peter,Hockey,35.0,185.0,70.0,M
Georg Hackl,Luge,35.0,172.0,79.0,M
"Charles Frederick ""Karch"" Kiraly",Beach Volleyball,35.0,190.0,86.0,M
Stane Derganc,Gymnastics,35.0,,,M
Kevin Staut,Equestrianism,35.0,182.0,70.0,M
"Edwin P. ""Ed"" Hedley",Rowing,35.0,,,M
Antonius Theodorus Colenbrander,Equestrianism,35.0,,,M
Alessandro Argenton,Equestrianism,35.0,172.0,63.0,M
"Glorianne Aurore ""Glo"" Perrier",Canoeing,35.0,177.0,66.0,F
Sven Vge Kenneth Johansson,Shooting,35.0,184.0,78.0,M
Bryan Steel,Cycling,35.0,174.0,70.0,M
"Petrus Josephus ""Piet"" Raymakers",Equestrianism,35.0,191.0,87.0,M
Olga Anatolyevna Slyusareva,Cycling,35.0,168.0,60.0,F
Oh Yeong-Ran,Handball,35.0,171.0,73.0,F
Shigeo Yaegashi,Football,35.0,171.0,68.0,M
"Francis William ""Dinty"" Moore",Ice Hockey,35.0,,,M
Omar Ajete Iglesias,Baseball,35.0,175.0,93.0,M
Helmut Ernesto Bellingrodt Wolf,Shooting,35.0,178.0,78.0,M
Oh Seong-Ok,Handball,35.0,171.0,64.0,F
"Thomas John ""Tom"" Hoff",Volleyball,35.0,198.0,94.0,M
Nicklas Erik Lidstrm,Ice Hockey,35.0,188.0,88.0,M
"Reuben Samuel ""Ben"" Jones",Equestrianism,35.0,178.0,64.0,M
Claes Edvin Johanson,Wrestling,35.0,,,M
Nicola Wilson,Equestrianism,35.0,177.0,64.0,F
"Jeffrey ""Jeff"" Pain",Skeleton,35.0,190.0,90.0,M
"Donald Trevor ""Don"" Hawgood",Canoeing,35.0,,,M
Victor Willems,Fencing,35.0,,,M
"Ernst Kpf, Sr.",Ice Hockey,35.0,178.0,81.0,M
John Desmond Dillon,Sailing,35.0,,,M
Erik Malmberg,Wrestling,35.0,,,M
Olli Veli Pekka Jokinen,Ice Hockey,35.0,187.0,91.0,M
"Christopher ""Chris"" Jones",Water Polo,35.0,,,M
gnes Keleti-Srkny (Klein),Gymnastics,35.0,,,F
Mara Isabel Urrutia Ocor,Weightlifting,35.0,170.0,78.0,F
Douglas Francis Robinson,Cricket,35.0,,,M
Jan trba,Canoeing,35.0,183.0,85.0,M
Otto Gabriel Grubbe Dietrichson Falkenberg,Sailing,35.0,,,M
Erik Herman Hansen,Sailing,35.0,178.0,87.0,M
"Sandra Anne ""Sandy"" Brondello",Basketball,35.0,170.0,62.0,F
George Gordon Abel,Ice Hockey,35.0,,,M
Viktor Ivanovych Chukarin,Gymnastics,35.0,,,M
Marina Nikolayevna Znak,Rowing,35.0,180.0,75.0,F
"Nicholas Charles ""Nick"" Dempsey",Sailing,35.0,180.0,71.0,M
Yevgeny Makarovich Babich,Ice Hockey,35.0,170.0,73.0,M
Jerzy Wadysaw Pawowski,Fencing,35.0,174.0,74.0,M
"Victor Lee ""Vic"" Auer",Shooting,35.0,175.0,73.0,M
Andrew James Simpson,Sailing,35.0,185.0,104.0,M
Cyril James Michie,Hockey,35.0,,,M
Joachim Karsch,Art Competitions,35.0,,,M
Arthur Laurence Rook,Equestrianism,35.0,,,M
Vin Johannes Markkanen,Shooting,35.0,170.0,68.0,M
Robert Rintje Ritsma,Speed Skating,35.0,190.0,92.0,M
Irek Khaydarovich Zinnurov,Water Polo,35.0,187.0,84.0,M
Arturo Juan Kenny y Gahan,Polo,35.0,,,M
Pedro Luis Lazo Iglesias,Baseball,35.0,192.0,107.0,M
"Oskar Albinus ""Albin"" Stenroos",Athletics,35.0,173.0,64.0,M
Miriam Batten (-Luke),Rowing,35.0,174.0,70.0,F
Eldece Clarke-Lewis,Athletics,35.0,165.0,58.0,F
Vicky Sunohara,Ice Hockey,35.0,170.0,75.0,F
Otto Herschmann,Fencing,35.0,,,M
Rita Kbn,Canoeing,35.0,174.0,69.0,F
Charles William Henry Crichton,Sailing,35.0,,,M
Boris Petrovich Mikhaylov,Ice Hockey,35.0,175.0,79.0,M
Ryan Fry,Curling,35.0,175.0,80.0,M
Clarence Harrison DeMar,Athletics,35.0,171.0,63.0,M
"Philippa Rachel ""Pippa"" Funnell (Nolan-)",Equestrianism,35.0,168.0,68.0,F
Luis Miguel Rodrguez Ricardo,Baseball,35.0,181.0,74.0,M
