Name,Sport,Age,Height,Weight,Sex
Albert Dsir Vandeplancke,Water Polo,17.0,,,M
Charlotte Bonnet,Swimming,17.0,175.0,64.0,F
Koosje van Voorn (-ten Thije),Swimming,17.0,,,F
Wang Cheng-Pang,Archery,17.0,178.0,84.0,M
Li Ting,Diving,17.0,157.0,44.0,F
"Adriana ""Diane"" van der Plaats",Swimming,17.0,182.0,66.0,F
Ethel Minnie Lackie (-Watkins),Swimming,17.0,,,F
Carmen Laura Valds Capote,Athletics,17.0,167.0,54.0,F
"Florence Isabel ""Jane"" Bell (-Walker, -Doane)",Athletics,17.0,169.0,58.0,F
Frederick Munroe Bourne,Swimming,17.0,,,M
Petra Burka,Figure Skating,17.0,153.0,60.0,F
Chi Shu-Ju,Taekwondo,17.0,172.0,57.0,F
Lynn Edythe Burke (-McConville),Swimming,17.0,173.0,61.0,F
Nataliya Valeryevna Leshchik,Rhythmic Gymnastics,17.0,176.0,,F
Jean Franois Louis Ces,Boxing,17.0,,,M
Elaine Tanner (-Watt),Swimming,17.0,160.0,61.0,F
Jordyn Marie Wieber,Gymnastics,17.0,157.0,52.0,F
Jennifer Kay Bellamy Chandler,Diving,17.0,168.0,52.0,F
Vladislava Tancheva,Rhythmic Gymnastics,17.0,177.0,52.0,F
Edward Sidney Whittall,Football,17.0,,,M
Galina Tancheva,Rhythmic Gymnastics,17.0,175.0,51.0,F
"Anamaria ""Ana"" Tmrjan",Gymnastics,17.0,145.0,37.0,F
Tracee Ann Talavera (-Kent),Gymnastics,17.0,162.0,50.0,F
"Deborah ""Debbi"" Wilkes (-Darroch)",Figure Skating,17.0,160.0,57.0,F
"Catherine Northcutt ""Catie"" Ball (-Condon)",Swimming,17.0,170.0,58.0,F
Chen Yan,Swimming,17.0,168.0,59.0,F
Marta Bald Marn,Rhythmic Gymnastics,17.0,165.0,40.0,F
Geertje Wielema,Swimming,17.0,,,F
Harry Francis Tate,Football,17.0,,,M
"Lee Stratford Barnes, Jr.",Athletics,17.0,173.0,68.0,M
Meldrick Taylor,Boxing,17.0,167.0,57.0,M
Anita Brwirth (-Hardekopf),Gymnastics,17.0,,,F
"Lesley Leigh Bush (-Hickcox, -Makepeace)",Diving,17.0,163.0,52.0,F
Charles Albert Bartliff,Football,17.0,,,M
Nataliya Bystrova,Swimming,17.0,175.0,67.0,F
Hctor Lpez Coln,Boxing,17.0,168.0,54.0,M
"Gotthardt ""Gustav"" Tiefenthaler",Wrestling,17.0,,,M
Maureen Caird (-Jones),Athletics,17.0,165.0,52.0,F
Szilrd Kun,Shooting,17.0,178.0,95.0,M
"Gabriele Wetzko (-Hartung, -Frischke, -Khne)",Swimming,17.0,171.0,60.0,F
Eric Peter Hypolithe Thornton,Football,17.0,,,M
"Raymond Comstock ""Ray"" Thorne",Swimming,17.0,,,M
Novella Calligaris,Swimming,17.0,163.0,48.0,F
"Isabel Mary ""Belle"" White",Diving,17.0,,,F
Graham Ross White,Swimming,17.0,183.0,79.0,M
Joan Arlene Spillane,Swimming,17.0,180.0,63.0,F
"Anna Teresa Margareta ""Greta"" Johansson (-Brandsten)",Diving,17.0,,,F
Manuela Mager (-Holzapfel),Figure Skating,17.0,,,F
Dsir Alfred Mrchez,Swimming,17.0,,,M
"Judith Brenda Grinham (-Rowley, -Roe)",Swimming,17.0,,,F
Yelena Nikolayevna Grosheva (-Barakatt),Gymnastics,17.0,153.0,41.0,F
Pua Kele Kealoha,Swimming,17.0,,,M
Gisela Grothaus,Canoeing,17.0,164.0,58.0,F
Svetlana Khristoforovna Grozdova (-Mikhalitseva),Gymnastics,17.0,156.0,41.0,F
Sverre Grner,Gymnastics,17.0,,,M
Kentaro Kawatsu,Swimming,17.0,,,M
Donna-Marie Gurr,Swimming,17.0,167.0,50.0,F
Tina Isabel Gustafsson,Swimming,17.0,178.0,66.0,F
Dimitrios Stephen Petrokokkinos,Tennis,17.0,,,M
"William Roy ""Bill"" Mettler, Jr.",Swimming,17.0,180.0,77.0,M
Zarema Abukarovna Kasayeva,Weightlifting,17.0,160.0,69.0,F
Kaye Marie Hall (-Greff),Swimming,17.0,171.0,65.0,F
Jeanne Courtney Hallock (-Craig),Swimming,17.0,173.0,61.0,F
Han Tianyu,Short Track Speed Skating,17.0,173.0,65.0,M
"Zakharoula ""Zara"" Karyami",Rhythmic Gymnastics,17.0,166.0,43.0,F
William Ernest Meyers,Boxing,17.0,179.0,56.0,M
Hao Yun,Swimming,17.0,185.0,80.0,M
Floyd Patterson,Boxing,17.0,183.0,75.0,M
Andreea Florentina Grigore,Gymnastics,17.0,146.0,39.0,F
"Khios ""Konstantinos"" Paspatis",Tennis,17.0,,,M
Dsir Alfred Mrchez,Water Polo,17.0,,,M
Liliya Oleksandrivna Podkopaieva (-Nahorniy),Gymnastics,17.0,149.0,42.0,F
Oli Rahman,Football,17.0,,,M
"Frederick Garfield ""Fred"" Gilmore",Boxing,17.0,,,M
Estela Gimnez Cid,Rhythmic Gymnastics,17.0,165.0,43.0,F
"Francesco ""Franco"" Giorgetti",Cycling,17.0,,,M
"Carolina Anna ""Lien"" Gisolf (-Verdam)",Athletics,17.0,181.0,69.0,F
Amir Iqbal Khan,Boxing,17.0,178.0,60.0,M
Olga Vasilyevna Puzhevich,Rhythmic Gymnastics,17.0,167.0,43.0,F
Dagmar Kersten,Gymnastics,17.0,157.0,45.0,F
Barbara Gbel (-Ballerstedt),Swimming,17.0,172.0,66.0,F
Tom Goder,Ski Jumping,17.0,,,M
Buttree Puedpong,Taekwondo,17.0,157.0,49.0,F
Gina Elena Gogean (-Groza),Gymnastics,17.0,150.0,40.0,F
Eugenia Golea,Gymnastics,17.0,159.0,43.0,F
Martina Proeber (-Littmann),Diving,17.0,164.0,52.0,F
Gong Sang-Jeong,Short Track Speed Skating,17.0,161.0,50.0,F
Frank August Meissner,Cycling,17.0,,,M
Yaw Preko,Football,17.0,,,M
Brian Stuart Goodell,Swimming,17.0,173.0,67.0,M
"Jennifer Jo ""Jenny"" Kempf",Swimming,17.0,175.0,66.0,F
Mrta Kelemen,Gymnastics,17.0,164.0,52.0,F
Silvia Poll Ahrens,Swimming,17.0,192.0,75.0,F
Cornelia Polit (-Embacher),Swimming,17.0,176.0,63.0,F
Julia Emma Greville (-Radley),Swimming,17.0,178.0,67.0,F
"Catherine ""Cathie"" Gibson (-Brown)",Swimming,17.0,,,F
"Ronald Allen ""Ronnie"" Harris",Boxing,17.0,169.0,60.0,M
Terin Marie Humphrey,Gymnastics,17.0,152.0,43.0,F
"Robert Edward ""Bob"" Hunter",Golf,17.0,,,M
"Patricia ""Pat"" Jones (-Dalziel)",Athletics,17.0,,,F
Isabella Mary Moore (-Cameron),Swimming,17.0,,,F
Mariya Vyacheslavovna Netesova,Rhythmic Gymnastics,17.0,174.0,50.0,F
Dmitry Vladislavovich Nelyubin,Cycling,17.0,177.0,70.0,M
Gail Neall (-Yeoh),Swimming,17.0,163.0,52.0,F
Aleksandra Sergeyevna Narkevich,Rhythmic Gymnastics,17.0,172.0,,F
Gisela Jacob-Arendt,Swimming,17.0,,,F
Kim Simone Geraldine Jacobs,Athletics,17.0,155.0,51.0,F
John Cary Mykkanen,Swimming,17.0,180.0,66.0,M
Felipe Muoz Kapamas,Swimming,17.0,181.0,74.0,M
Jzsef Munk,Swimming,17.0,,,M
"Rhiannon ""Rhi"" Jeffrey",Swimming,17.0,182.0,76.0,F
Helen Eileen Johns (-Carroll),Swimming,17.0,,,F
Jin Seon-Yu,Short Track Speed Skating,17.0,164.0,56.0,F
"Suzanne ""Suzi"" Morrow (-Francis)",Figure Skating,17.0,,,F
"Frederick Graham ""Fred"" Moloney",Athletics,17.0,,,M
Mirela Ana Paca,Gymnastics,17.0,,,F
Willy Hufschmid,Handball,17.0,,,M
Cheryl Ann Haworth,Weightlifting,17.0,175.0,136.0,F
"Ronald Parker ""Ronnie"" Mills",Swimming,17.0,193.0,89.0,M
Claudia Hempel (-Thamke),Swimming,17.0,172.0,67.0,F
Albina Lucy Charlotte Osipowich (-Van Aken),Swimming,17.0,,,F
Ann Osgerby,Swimming,17.0,161.0,53.0,F
"Rachel Kealaonapua ""Keala"" O'Sullivan (-Watson)",Diving,17.0,165.0,57.0,F
Thelma H. Kalama (-Aiu),Swimming,17.0,,,F
Lina Kaiuyt,Swimming,17.0,170.0,62.0,F
Juan Bautista Hernndez Prez,Boxing,17.0,163.0,54.0,M
Sabine He (-Schubert),Rowing,17.0,150.0,43.0,F
Erika Hess (-Reymond),Alpine Skiing,17.0,163.0,53.0,F
Mo Huilan,Gymnastics,17.0,140.0,38.0,F
"Elizabeth Anne ""Betty"" Okino",Gymnastics,17.0,162.0,43.0,F
Harry Holm,Gymnastics,17.0,,,M
Lovett Ian O'Brien,Swimming,17.0,185.0,89.0,M
Jack S. Horsley,Swimming,17.0,183.0,64.0,M
Gbor Novk,Canoeing,17.0,,,M
Andr Moccand,Rowing,17.0,,50.0,M
Marianne Noack (-Paulick),Gymnastics,17.0,158.0,40.0,F
Janel Simone Jorgensen (-McArdle),Swimming,17.0,178.0,66.0,F
Lavinia Gianoni,Gymnastics,17.0,,,F
Martin Thomas Dooling,Football,17.0,,,M
Laure Manaudou,Swimming,17.0,180.0,69.0,F
Shan Ying,Swimming,17.0,172.0,67.0,F
Karolina Andreyevna Sevastyanova,Rhythmic Gymnastics,17.0,173.0,51.0,F
Kateryna Valerivna Serdiuk (-Sumko),Archery,17.0,185.0,80.0,F
Seo Hyang-Sun,Archery,17.0,171.0,67.0,F
Kseniya Pavlovna Dudkina,Rhythmic Gymnastics,17.0,173.0,49.0,F
"William Henry Dudley, III",Swimming,17.0,,,M
"Virginia Ruth ""Ginny"" Duenkel",Swimming,17.0,170.0,61.0,F
Viktoriya Aleksandrovna Komova,Gymnastics,17.0,150.0,48.0,F
Velma Clancy Dunn (-Ploessel),Diving,17.0,,,F
Elke Sehmisch,Swimming,17.0,167.0,52.0,F
Mary Jane Sears,Swimming,17.0,172.0,59.0,F
Sandra Schumacher,Cycling,17.0,176.0,59.0,F
Carolyn Jane Schuler,Swimming,17.0,167.0,63.0,F
Margaret Edwards (-Wilding),Swimming,17.0,,,F
Anke Scholz,Swimming,17.0,182.0,69.0,F
Anssi Einar Koivuranta,Nordic Combined,17.0,175.0,59.0,M
Edeltraud Koch (-Rken),Swimming,17.0,179.0,70.0,F
Zornitsa Marinova,Rhythmic Gymnastics,17.0,170.0,52.0,F
"Kathleen ""Kathy"" Ellis (-Landgraf, -Greer)",Swimming,17.0,169.0,59.0,F
Svenja Schlicht,Swimming,17.0,185.0,67.0,F
Shim Seok-Hui,Short Track Speed Skating,17.0,173.0,56.0,F
"Sharron Elizabeth Davies (-Crisp, -Redmond, -Kingston)",Swimming,17.0,180.0,67.0,F
Adelina Dmitriyevna Sotnikova,Figure Skating,17.0,163.0,,F
Song Jae-Geun,Short Track Speed Skating,17.0,,,M
Alina Andreyevna Makarenko,Rhythmic Gymnastics,17.0,172.0,48.0,F
"Agathon ""Aat"" de Roos",Hockey,17.0,,,M
Antonina Vladimirovna Koshel,Gymnastics,17.0,154.0,40.0,F
Donna Elizabeth de Varona (-Pinto),Swimming,17.0,168.0,61.0,F
"Caroline ""Carol"" Smith (-Macias)",Diving,17.0,,,F
"Rebecca Gwendolyn ""Becky"" Smith (-Wiber)",Swimming,17.0,161.0,56.0,F
John Skrataas,Gymnastics,17.0,,,M
Kamila Skolimowska,Athletics,17.0,180.0,112.0,F
Orlando Maldonado,Boxing,17.0,158.0,47.0,M
Miroslava Sklenikov,Gymnastics,17.0,163.0,54.0,F
Lynn Silliman,Rowing,17.0,156.0,44.0,F
Marcus Walthall Dinwiddie,Shooting,17.0,,,M
"Jonathan Scott ""Jon"" Sieben",Swimming,17.0,176.0,74.0,M
Si Yajie,Diving,17.0,164.0,57.0,F
Miroslav Koranda,Rowing,17.0,,,M
Yelena Shubina,Swimming,17.0,,,F
Darya Valeryevna Shkurikhina,Rhythmic Gymnastics,17.0,176.0,56.0,F
Mildred Jeanette Dolson (-Cavill),Athletics,17.0,,,F
"Kornelia Ender (-Matthes, -Grummt)",Swimming,17.0,172.0,59.0,F
Oskar Schiele,Swimming,17.0,,,M
Jrgen Nagel Frantzen,Rowing,17.0,,,M
Mavis Anne Freeman,Swimming,17.0,,,F
Antoaneta Nikolova Frenkeva,Swimming,17.0,168.0,55.0,F
Susan Elizabeth Roberts,Swimming,17.0,,,F
Kim Yun-Mi,Short Track Speed Skating,17.0,160.0,48.0,F
Modeste M'Bami,Football,17.0,172.0,67.0,M
Ulrike Richter (-Schmidt),Swimming,17.0,173.0,66.0,F
Kim So-Hui,Short Track Speed Skating,17.0,165.0,54.0,F
Gang Cho-Hyeon,Shooting,17.0,157.0,45.0,F
"Lynette Velma ""Lyn"" McClements (-McKenzie)",Swimming,17.0,177.0,66.0,F
Faustino Reyes Lpez,Boxing,17.0,175.0,57.0,M
France Gareau (-Foudy),Athletics,17.0,167.0,59.0,F
Mohamed Gargo,Football,17.0,,,M
Kim Dong-Seong,Short Track Speed Skating,17.0,172.0,67.0,M
Monika Gawenus-Holzner-Pflug,Speed Skating,17.0,173.0,64.0,F
Ines Geiler (-Kaulfuss),Swimming,17.0,164.0,56.0,F
George Patrick Genereux,Shooting,17.0,,,M
Peter Joseph Ratican,Football,17.0,,,M
Deanne Rose,Football,17.0,160.0,62.0,F
Alexandra Georgiana Maria Eremia,Gymnastics,17.0,149.0,38.0,F
Tatyana Andreyevna Savelyeva,Swimming,17.0,164.0,57.0,F
Dwayne Eugene Evans,Athletics,17.0,183.0,66.0,M
David William Fairbank,Swimming,17.0,193.0,72.0,M
Evelina Louise Samuelsson,Ice Hockey,17.0,160.0,60.0,F
"Jasna Fazli-Reed (-Lupulesku-, -Rather)",Table Tennis,17.0,170.0,56.0,F
Mable Fergerson (-Winn),Athletics,17.0,170.0,60.0,F
Ulrike Klotz,Gymnastics,17.0,166.0,50.0,F
Ren Sparenberg,Hockey,17.0,,,M
Aria Fischer,Water Polo,17.0,183.0,78.0,F
Mildred Fizzell (-Walker),Athletics,17.0,165.0,54.0,F
Ralph Drew Flanagan,Swimming,17.0,,,M
Megan Adelle Kleine (-Morris),Swimming,17.0,167.0,48.0,F
"Caroline ""Carol"" Fletcher (-Metten)",Diving,17.0,157.0,,F
"Richard William ""Dick"" Roth",Swimming,17.0,184.0,84.0,M
LeLei Alofa Fonoimoana (-Moore),Swimming,17.0,173.0,65.0,F
Timothy Kitum,Athletics,17.0,172.0,60.0,M
"Hendrika Wilhelmina ""Rie"" Mastenbroek (-Kuiper, -de Wit)",Swimming,17.0,,,F
Petra Schneider (-Kind),Swimming,17.0,172.0,60.0,F
Monica Rou,Gymnastics,17.0,153.0,44.0,F
Stella Heorhivna Zakharova (-Khlus),Gymnastics,17.0,146.0,42.0,F
Zhu Qianwei,Swimming,17.0,179.0,68.0,F
Margarita Sergeyevna Aliychuk,Rhythmic Gymnastics,17.0,174.0,48.0,F
Sylvia Albrecht (-Heckendorf),Speed Skating,17.0,165.0,57.0,F
Iris Zscherpe,Swimming,17.0,174.0,55.0,F
Imre Zachr,Swimming,17.0,,,M
Galina Aleksandrovna Alekseyeva,Diving,17.0,157.0,50.0,F
Irina Anatolyevna Aksyonova,Swimming,17.0,174.0,62.0,F
Eirini Andili,Rhythmic Gymnastics,17.0,167.0,45.0,F
Simon Addo,Football,17.0,180.0,79.0,M
Zhao Jing,Swimming,17.0,176.0,63.0,F
"Joan ""Jody"" Alderson (-Braskamp)",Swimming,17.0,170.0,59.0,F
Yun Yeong-Suk,Archery,17.0,170.0,68.0,F
mile Ali Khan,Athletics,17.0,180.0,69.0,M
Albert Per Andersson,Gymnastics,17.0,,,M
Moira Abernethy (-Ford),Swimming,17.0,,,F
Yury Ivanovich Prisekin,Swimming,18.0,194.0,90.0,M
Valentina Ilieva (-Kharalampieva),Volleyball,18.0,181.0,73.0,F
Otto Scheff (Sochaczewsky-),Swimming,18.0,,,M
Byeon Cheon-Sa,Short Track Speed Skating,18.0,167.0,58.0,F
Gbor Totola,Fencing,18.0,199.0,95.0,M
Tauno Ilmoniemi (Granit-),Gymnastics,18.0,,,M
Beverley Joy Whitfield,Swimming,18.0,163.0,57.0,F
Willie Michael Toweel,Boxing,18.0,,,M
"Grace Elizabeth ""Gracie"" Gold",Figure Skating,18.0,165.0,54.0,F
Ewa Kobukowska,Athletics,18.0,170.0,60.0,F
"Christiane Knacke (-Driesener, -Sommer)",Swimming,18.0,164.0,60.0,F
Ulla Agneta Linna Mrtensson (-Baron),Swimming,18.0,173.0,61.0,F
Saturday Keigo Erimuya,Football,18.0,171.0,,M
Olga Vasilyevna Klevakina,Swimming,18.0,171.0,60.0,F
Peter Lang,Swimming,18.0,191.0,84.0,M
Jacqueline Todten-Hein,Athletics,18.0,171.0,64.0,F
"Fernando ""Nando"" Altimani",Athletics,18.0,177.0,70.0,M
Hana Makov,Figure Skating,18.0,168.0,58.0,F
William Charles Burton,Swimming,18.0,,,M
Marte Eliasson,Handball,18.0,171.0,63.0,F
Carmela Schmidt (-Ertel),Swimming,18.0,173.0,66.0,F
Linet Chepkwemoi Masai,Athletics,18.0,,,F
Mariya Yuryevna Tolkachova,Rhythmic Gymnastics,18.0,176.0,53.0,F
"Nicole ""Nikki"" Ziegelmeyer (-Brown, -Meyer)",Short Track Speed Skating,18.0,173.0,61.0,F
"Patricia Anne ""Patsy"" Elsener (-Homan)",Diving,18.0,,,F
Richarda Schmeier (-Hartmann),Gymnastics,18.0,158.0,46.0,F
Heinrich Schlppi,Bobsleigh,18.0,,,M
Veli-Matti Olavi Lindstrm,Ski Jumping,18.0,179.0,60.0,M
Armando Martnez Limendu,Boxing,18.0,180.0,71.0,M
Ral Athos Landini Zanicheli,Boxing,18.0,,,M
Donald Fithian Lippincott,Athletics,18.0,178.0,72.0,M
John Birnie Marshall,Swimming,18.0,,,M
"Nathan Eugene ""Nate"" Brooks",Boxing,18.0,,,M
Gogi Murmanovich Koguashvili,Wrestling,18.0,180.0,96.0,M
Sarina Hlsenbeck (-Fischer),Swimming,18.0,180.0,70.0,F
Liu Huixia,Diving,18.0,157.0,48.0,F
Margot Glockshuber,Figure Skating,18.0,166.0,50.0,F
Jos Samitier Vilalta,Football,18.0,,,M
Sara Ahmed Samir,Weightlifting,18.0,155.0,58.0,F
Peter Kohnke,Shooting,18.0,178.0,72.0,M
George Harold Kojac,Swimming,18.0,,,M
Benedykt Kocot,Cycling,18.0,173.0,74.0,M
"Wendy Weinberg (-Farber, -Weil)",Swimming,18.0,168.0,57.0,F
Teslim Babatunde Fatusi,Football,18.0,175.0,75.0,M
Saul Weigopwa,Athletics,18.0,175.0,71.0,M
Richard Rennie Turner,Football,18.0,,,M
Marc Pajot,Sailing,18.0,183.0,74.0,M
Armand Alexandre Fayollat,Athletics,18.0,,,M
Claudia Anne Kolb,Swimming,18.0,170.0,61.0,F
douard Charles Georges  Marcelle,Rowing,18.0,,,M
Miloslava Hbnerov-Rezkov,Athletics,18.0,173.0,63.0,F
"Frederick Daniel ""Fred"" Tyler",Swimming,18.0,180.0,75.0,M
"Johan Adolf Frederik ""Jan"" Kok",Football,18.0,,,M
Boris Nik'it'ini,Swimming,18.0,176.0,72.0,M
Dina Anatolyevna Kochetkova,Gymnastics,18.0,147.0,37.0,F
Marinella Falca,Rhythmic Gymnastics,18.0,167.0,50.0,F
Louis Bastien,Cycling,18.0,,,M
Marion Kische (-Wellner),Gymnastics,18.0,159.0,47.0,F
"Michael Vincent ""Mike"" Wenden",Swimming,18.0,184.0,76.0,M
Ralph Evans,Boxing,18.0,159.0,48.0,M
Yurik Sarkisyan,Weightlifting,18.0,167.0,59.0,M
Harald Ingemann Nielsen,Football,18.0,178.0,72.0,M
Lugueln Miguel Santos Aquino,Athletics,18.0,173.0,58.0,M
Louis Auguste Trousselier,Cycling,18.0,,,M
Zhang Jingjin,Gymnastics,18.0,165.0,53.0,M
Gabriela Truc,Gymnastics,18.0,157.0,45.0,F
Mika Antero Laitinen,Ski Jumping,18.0,189.0,63.0,M
Andreas Wellinger,Ski Jumping,18.0,183.0,65.0,M
Ramazan Paliani,Boxing,18.0,172.0,57.0,M
Huo Liang,Diving,18.0,155.0,50.0,M
Maritta Bauerschmidt (-Grieig),Gymnastics,18.0,158.0,43.0,F
"Kathryn Elizabeth ""Kay"" Knapp (-Norton)",Swimming,18.0,170.0,57.0,F
Zhang Nan,Gymnastics,18.0,148.0,39.0,F
Yelena Vladimirovna Shalamova,Rhythmic Gymnastics,18.0,176.0,51.0,F
"Waltraud ""Wally"" Dressel (-Stolberg)",Swimming,18.0,,,F
Dmitry Nikolayevich Drevin,Gymnastics,18.0,170.0,59.0,M
Gerald Dreyer,Boxing,18.0,,,M
Nataliya Kamilovna Ziganshina,Gymnastics,18.0,156.0,47.0,F
Kthe Grasegger (-Deuschl),Alpine Skiing,18.0,,,F
Yelena Rabigovna Akhaminova (-Sokolovskaya),Volleyball,18.0,181.0,80.0,F
John Chester Williams,Archery,18.0,189.0,73.0,M
Kateryna Olehivna Serebrianska,Rhythmic Gymnastics,18.0,178.0,55.0,F
Li Ye,Short Track Speed Skating,18.0,173.0,65.0,M
Seong Jeong-A,Basketball,18.0,184.0,70.0,F
Nancy Carrillo de la Paz,Volleyball,18.0,190.0,74.0,F
Li Yunqi,Swimming,18.0,193.0,82.0,M
Nina Adams Harmer (-Thompson),Swimming,18.0,173.0,64.0,F
Alfonso Zamora Quiroz,Boxing,18.0,160.0,54.0,M
Mincho Pashov,Weightlifting,18.0,166.0,67.0,M
Hlya enyurt,Judo,18.0,,,F
"Catherine L. ""Cathy"" Carr (-West)",Swimming,18.0,170.0,52.0,F
Noboru Terada,Swimming,18.0,,,M
Payao Poontarat,Boxing,18.0,165.0,48.0,M
James Peter Jaffe,Sailing,18.0,,,M
Elka Graham (-Whalan),Swimming,18.0,187.0,67.0,F
Claude Stanley Jameson,Football,18.0,,,M
Li Xuanxu,Swimming,18.0,164.0,50.0,F
Flrin Albert,Football,18.0,182.0,75.0,M
Kyle Chalmers,Swimming,18.0,193.0,90.0,M
"Euphrasia Louise ""Fraze"" Donnelly (-Bungard, -Berlin)",Swimming,18.0,163.0,,F
Michel Poffet,Fencing,18.0,188.0,75.0,M
"George G. ""Jackie"" Wilson",Boxing,18.0,182.0,54.0,M
Patience Halsey Sherman,Swimming,18.0,171.0,59.0,F
"Thomas Thurston ""Tom"" January",Football,18.0,,,M
Julie Maree McDonald,Swimming,18.0,174.0,66.0,F
"John ""Jack"" Kilpatrick",Ice Hockey,18.0,178.0,71.0,M
Kim A-Lang,Short Track Speed Skating,18.0,168.0,53.0,F
"Helen Newington Wills (-Moody, -Roark)",Tennis,18.0,,,F
"Madeline ""Maddie"" Musselman",Water Polo,18.0,181.0,65.0,F
Marina Janicke (-Hhne),Diving,18.0,160.0,51.0,F
Ren Pierre Charles Tartara,Swimming,18.0,,,M
Vesna Bajkua,Basketball,18.0,176.0,67.0,F
"Timothy Andrew ""Tim"" Shaw",Swimming,18.0,188.0,89.0,M
Alenka Dovan,Alpine Skiing,18.0,164.0,60.0,F
Ulrike Tauber (-Lebek),Swimming,18.0,173.0,61.0,F
Geoffrey Barron Taylor,Rowing,18.0,185.0,80.0,M
Romy Eggimann,Ice Hockey,18.0,157.0,54.0,F
Celestina Popa,Gymnastics,18.0,145.0,35.0,F
Keltie Mayken Duggan (-Graboski),Swimming,18.0,170.0,63.0,F
Bernice Ruth Lapp (-Squier),Swimming,18.0,,,F
Toru Goto,Swimming,18.0,,,M
Park Seong-Su,Archery,18.0,180.0,69.0,M
Yuliya Viktorovna Ivanova,Rhythmic Gymnastics,18.0,173.0,46.0,F
Park Hye-Won,Short Track Speed Skating,18.0,165.0,56.0,F
Robyn Jean Thorn (-Risson-Nock),Swimming,18.0,,,F
"John ""Johnny"" Caldwell",Boxing,18.0,,,M
Coline Mattel,Ski Jumping,18.0,165.0,57.0,F
"Gertrude Caroline ""Trudy"" Ederle",Swimming,18.0,167.0,64.0,F
Aleksander Barkov,Ice Hockey,18.0,190.0,91.0,M
"John Gatenby ""Jack"" Hatfield",Swimming,18.0,,,M
Martin N'Dongo Ebanga,Boxing,18.0,165.0,64.0,M
Cai Tongtong,Rhythmic Gymnastics,18.0,168.0,48.0,F
Yeo Gap-Sun,Shooting,18.0,,,F
"Hildegard ""Hilde"" Schrader (-Lux)",Swimming,18.0,,,F
"Kenneth Paine ""Ken"" Edwards",Golf,18.0,,,M
Tatyana Igorevna Gorbunova,Rhythmic Gymnastics,18.0,176.0,63.0,F
Cynthia Lee Goyette (-Shroeder),Swimming,18.0,166.0,52.0,F
Dieter Semetzky,Rowing,18.0,165.0,52.0,M
Simon Duncan Terry,Archery,18.0,180.0,100.0,M
Lszl Nagy,Football,18.0,173.0,65.0,M
"Daniel Lee ""Danny"" Harris",Athletics,18.0,183.0,77.0,M
Leo Wilhelmson Wilkens,Rowing,18.0,,,M
Marianna Nagy-Gdor,Handball,18.0,170.0,58.0,F
"Johanna Katarina ""Jopie"" Selbach (-Ko)",Swimming,18.0,,,F
Dragoslav ekularac,Football,18.0,,,M
Arnaldo Carli,Cycling,18.0,,,M
Sarah Sturgis Parsons,Ice Hockey,18.0,173.0,64.0,F
Nancy Lizabeth Lieberman (-Cline-),Basketball,18.0,175.0,63.0,F
Adriana Vladimirova Dunavska,Rhythmic Gymnastics,18.0,163.0,41.0,F
Oana Mihaela Ban,Gymnastics,18.0,139.0,36.0,F
Joachim Yaw Acheampong,Football,18.0,181.0,73.0,M
Ian A. Banbury,Cycling,18.0,183.0,70.0,M
Bruno Parovel,Rowing,18.0,170.0,,M
Kim Yun-Man,Speed Skating,18.0,174.0,72.0,M
Mary Louise Carew (-Armstrong),Athletics,18.0,157.0,45.0,F
Kumi Nakada,Volleyball,18.0,175.0,62.0,F
Riho Nakajima,Synchronized Swimming,18.0,165.0,57.0,F
Jaroslava Sedlkov (imov-),Gymnastics,18.0,158.0,52.0,F
Aleksandr Staliyevich Portnov,Diving,18.0,180.0,73.0,M
Fernand mile Canelle,Football,18.0,,,M
Jean Hoffman,Water Polo,18.0,,,M
Takashi Yokoyama,Swimming,18.0,,,M
Nataliya Valeryevna Bochina,Athletics,18.0,173.0,55.0,F
George Ritchie Hodgson,Swimming,18.0,,,M
Jrg Freimuth,Athletics,18.0,192.0,84.0,M
Maurice Macaire,Football,18.0,,,M
Kimia Alizadeh Zenoorin,Taekwondo,18.0,185.0,57.0,F
Valentyna Vasylivna Kozyr (-Avilova),Athletics,18.0,170.0,68.0,F
Stephan Hocke,Ski Jumping,18.0,177.0,57.0,M
Laura Vernizzi,Rhythmic Gymnastics,18.0,175.0,48.0,F
"Anna Maria Theodora Petra ""Annemarie"" Verstappen (-Janssen)",Swimming,18.0,180.0,66.0,F
Heike Friedrich,Swimming,18.0,173.0,63.0,F
Maurice Louis Hochepied,Swimming,18.0,,,M
Serhiy Oleksandrovych Krasiuk,Swimming,18.0,190.0,78.0,M
Peter Drake Rocca,Swimming,18.0,191.0,80.0,M
"Grard Blitz, Jr.",Swimming,18.0,,,M
Ethelda Marguerite Bleibtrey (-Schlatke),Swimming,18.0,,,F
Laura Anne Walker,Swimming,18.0,167.0,58.0,F
Jenny Genoveva Maakal (-Thomas),Swimming,18.0,,,F
"Frank ""Frankie"" Genaro (DiGennara-)",Boxing,18.0,156.0,51.0,M
Kaetlyn Osmond,Figure Skating,18.0,163.0,55.0,F
Yury Aleksandrovich Kunakov,Diving,18.0,170.0,60.0,M
Brett James Hollister,Rowing,18.0,161.0,51.0,M
Catherine Mai-Lan Fox,Swimming,18.0,162.0,54.0,F
Wang Hui-Gyeong,Archery,18.0,166.0,64.0,F
